SETTLEMENTDATE,DUID,SCADAVALUE
2019/08/23 09:05:00,BARCSF1,18.6
2019/08/23 09:05:00,BUTLERSG,9.699999
2019/08/23 09:05:00,CALL_A_4,0.0
2019/08/23 09:05:00,CAPTL_WF,0.0
2019/08/23 09:05:00,CATHROCK,51.499996
2019/08/23 09:05:00,CHALLHWF,0.2
2019/08/23 09:05:00,CLOVER,0.0
2019/08/23 09:05:00,CLUNY,20.439919
2019/08/23 09:05:00,CNUNDAWF,6.507591000000001
2019/08/23 09:05:00,CULLRGWF,0.0
2019/08/23 09:05:00,ERGT01,0.0
2019/08/23 09:05:00,GB01,0.05874600000000001
2019/08/23 09:05:00,GERMCRK,35.599998
2019/08/23 09:05:00,GRIFSF1,25.100006
2019/08/23 09:05:00,HUGSF1,8.932
2019/08/23 09:05:00,LKBONNY1,6.430274
2019/08/23 09:05:00,LRSF1,-0.013
2019/08/23 09:05:00,MBAHNTH,55.724991
2019/08/23 09:05:00,MLSP1,8.584000999999999
2019/08/23 09:05:00,MLWF1,6.6
2019/08/23 09:05:00,MTMILLAR,35.063461
2019/08/23 09:05:00,PALOONA,30.349998
2019/08/23 09:05:00,PIONEER,47.400002
2019/08/23 09:05:00,PORTWF,55.299999
2019/08/23 09:05:00,REPULSE,28.891432000000002
2019/08/23 09:05:00,ROWALLAN,10.4867
2019/08/23 09:05:00,ROYALLA1,14.237001000000001
2019/08/23 09:05:00,RPCG,10.7
2019/08/23 09:05:00,RUBICON,0.0
2019/08/23 09:05:00,SATGN1,0.0
2019/08/23 09:05:00,SATGS1,0.0
2019/08/23 09:05:00,STARHLWF,12.196444
2019/08/23 09:05:00,WAUBRAWF,0.232
2019/08/23 09:05:00,WOOLNTH1,39.780014
2019/08/23 09:05:00,WPWF,19.0
2019/08/23 09:05:00,YAMBUKWF,4.0
2019/08/23 09:05:00,YSWF1,4.8
2019/08/23 09:05:00,AGLHAL,0.0
2019/08/23 09:05:00,AGLSOM,0.0
2019/08/23 09:05:00,ANGAST1,0.0
2019/08/23 09:05:00,ARWF1,0.6
2019/08/23 09:05:00,BALBG1,0.0
2019/08/23 09:05:00,BALBL1,0.0
2019/08/23 09:05:00,BALDHWF1,20.91
2019/08/23 09:05:00,BANN1,59.99
2019/08/23 09:05:00,BARCALDN,0.0
2019/08/23 09:05:00,BARRON-1,0.0
2019/08/23 09:05:00,BARRON-2,28.36
2019/08/23 09:05:00,BASTYAN,77.91
2019/08/23 09:05:00,BBTHREE1,0.0
2019/08/23 09:05:00,BBTHREE2,0.0
2019/08/23 09:05:00,BBTHREE3,0.0
2019/08/23 09:05:00,BDL01,42.54
2019/08/23 09:05:00,BDL02,45.06
2019/08/23 09:05:00,BERYLSF1,68.8306
2019/08/23 09:05:00,BLOWERNG,0.0
2019/08/23 09:05:00,BLUFF1,28.4
2019/08/23 09:05:00,BNGSF1,89.4
2019/08/23 09:05:00,BNGSF2,20.0
2019/08/23 09:05:00,BOCORWF1,8.14
2019/08/23 09:05:00,BODWF1,55.57291
2019/08/23 09:05:00,BRAEMAR1,0.0
2019/08/23 09:05:00,BRAEMAR2,0.0
2019/08/23 09:05:00,BRAEMAR3,0.0
2019/08/23 09:05:00,BRAEMAR5,0.0
2019/08/23 09:05:00,BRAEMAR6,0.0
2019/08/23 09:05:00,BRAEMAR7,0.0
2019/08/23 09:05:00,BROKENH1,30.82129
2019/08/23 09:05:00,BW01,655.25
2019/08/23 09:05:00,BW02,664.07495
2019/08/23 09:05:00,BW03,658.65002
2019/08/23 09:05:00,BW04,0.0
2019/08/23 09:05:00,CALL_B_1,350.39999
2019/08/23 09:05:00,CALL_B_2,347.70001
2019/08/23 09:05:00,CETHANA,98.06475
2019/08/23 09:05:00,CG1,0.0
2019/08/23 09:05:00,CG2,0.0
2019/08/23 09:05:00,CG3,0.0
2019/08/23 09:05:00,CG4,0.0
2019/08/23 09:05:00,CHILDSF1,12.67
2019/08/23 09:05:00,CLARESF1,34.26918
2019/08/23 09:05:00,CLEMGPWF,9.076410000000001
2019/08/23 09:05:00,CLERMSF1,14.65
2019/08/23 09:05:00,COLEASF1,109.59998999999999
2019/08/23 09:05:00,COOPGWF1,11.7806
2019/08/23 09:05:00,CPP_3,405.07501
2019/08/23 09:05:00,CPP_4,405.89999
2019/08/23 09:05:00,CPSA,141.70999
2019/08/23 09:05:00,CROOKWF2,1.345
2019/08/23 09:05:00,CROWLWF1,1.11763
2019/08/23 09:05:00,CSPVPS1,27.644
2019/08/23 09:05:00,DALNTH01,0.0
2019/08/23 09:05:00,DALNTHL1,0.08392000000000001
2019/08/23 09:05:00,DARTM1,134.39999
2019/08/23 09:05:00,DAYDSF1,116.382
2019/08/23 09:05:00,DDPS1,55.034769999999995
2019/08/23 09:05:00,DDSF1,80.40448
2019/08/23 09:05:00,DEVILS_G,0.0
2019/08/23 09:05:00,DG_NSW1,0.0
2019/08/23 09:05:00,DG_QLD1,0.0
2019/08/23 09:05:00,DG_SA1,0.0
2019/08/23 09:05:00,DG_TAS1,0.0
2019/08/23 09:05:00,DG_VIC1,0.0
2019/08/23 09:05:00,DRYCGT1,0.0
2019/08/23 09:05:00,DRYCGT2,0.0
2019/08/23 09:05:00,DRYCGT3,0.0
2019/08/23 09:05:00,EILDON1,0.0
2019/08/23 09:05:00,EILDON2,0.0
2019/08/23 09:05:00,EMERASF1,61.21
2019/08/23 09:05:00,ER01,590.7251
2019/08/23 09:05:00,ER02,695.69995
2019/08/23 09:05:00,ER03,699.67505
2019/08/23 09:05:00,ER04,616.02502
2019/08/23 09:05:00,FINLYSF1,1.1913799999999999
2019/08/23 09:05:00,FISHER,45.87
2019/08/23 09:05:00,GANNBG1,0.0
2019/08/23 09:05:00,GANNBL1,0.0030399999999999997
2019/08/23 09:05:00,GANNSF1,42.1
2019/08/23 09:05:00,GORDON,100.17392
2019/08/23 09:05:00,GSTONE1,161.175
2019/08/23 09:05:00,GSTONE2,149.97499
2019/08/23 09:05:00,GSTONE3,161.7
